房屋编号,城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼层,电梯,车位,用水,用电,燃气,供暖
房源编号：BJ2563522536428281856,北京,丰台,方庄,芳群园四区,43㎡,整租,东南,4000,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,20层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2563583412153614336,北京,西城,天宁寺,车站东街15号院,42㎡,整租,南,3900,NULL,1室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2563644621812924416,北京,西城,白纸坊,建功北里,49㎡,整租,南,4500,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2564607126937288704,北京,大兴,枣园,滨河东里,41㎡,整租,南,3000,NULL,1室,1厅,1卫,2020-08-04,暂无数据,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2563620637306798080,北京,大兴,黄村火车站,兴水家园,69㎡,整租,南,2800,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2564075524163117056,北京,石景山,杨庄,西现代城,8㎡,合租,西北卧,2370,季付价,3居,室 ,8㎡,随时入住,3~6个月,随时可看,4,22层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2564261182168891392,北京,丰台,旧宫,万源东里,63㎡,整租,南/北,3700,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,暂无数据
房源编号：BJ2566817052950003712,北京,海淀,清河,花园楼,12㎡,合租,西卧,2990,季付价,3居,室 ,12,随时入住,1年,随时可看,4,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2561509786869317632,北京,海淀,海淀北部新区,大牛坊二期,55㎡,整租,东/西,4300,季付价,1室,1厅,1卫,2020-08-01,3年以上,需提前预约,低楼层,9层,无,暂无数据,民水,民电,暂无数据,自采暖
房源编号：BJ2561452950434357248,北京,朝阳,十里河,吕营嘉园C区,58㎡,整租,南/北,4600,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,低楼层,6层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2561359389076496384,北京,顺义,顺义城,石园西区,59㎡,整租,南,3000,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2561529651151511552,北京,顺义,顺义城,石园西区,62㎡,整租,南/北,2700,季付价,2室,1厅,1卫,2020-07-24,2年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2561672640167149568,北京,顺义,顺义城,滨河小区,61㎡,整租,南/北,2700,季付价,1室,1厅,1卫,2020-07-25,3年以上,需提前预约,中楼层,5层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2561602280541929472,北京,顺义,顺义城,滨河小区,70㎡,整租,南/北,2300,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2561619854851850240,北京,顺义,顺义城,滨河小区,61㎡,整租,南/北,2600,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566667787955077120,北京,海淀,学院路,文成杰座,18㎡,合租,南卧,3700,季付价,4居,室 ,18,随时入住,1年,随时可看,7,12层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2563520636735455232,北京,东城,和平里,地坛北门,34㎡,整租,南,5200,NULL,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,5层,无,暂无数据,暂无数据,民电,有,集中供暖
房源编号：BJ2566620795971575808,北京,海淀,海淀北部新区,首创悦榕汇,15㎡,合租,南卧,4230,季付价,3居,室 ,15,随时入住,1年,随时可看,17,28层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2563592513399300096,北京,房山,良乡,行宫园四里,30㎡,整租,南/北,1500,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566818195638337536,北京,门头沟,滨河西区,绮霞苑,12㎡,合租,南卧,2390,季付价,2居,室 ,12,随时入住,1年,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2564543466755866624,北京,大兴,大兴其它,南海家园二里,50㎡,整租,东/北,2900,季付价,1室,1厅,1卫,随时入住,3年以上,需提前预约,高楼层,18层,有,暂无数据,暂无数据,民电,有,集中供暖
房源编号：BJ2566666797269131264,北京,海淀,海淀北部新区,友谊嘉园三期,15㎡,合租,南卧,2400,季付价,3居,室 ,15,2020-08-14,1年,需提前预约,2,15层,有,免费使用,民水,民电,有,自采暖
房源编号：BJ2566660000651427840,北京,海淀,牡丹园,中鑫嘉园,18㎡,合租,西南卧,2980,季付价,3居,室 ,18,随时入住,9~12个月,随时可看,4,26层,有,暂无数据,民水,民电,有,暂无数据
房源编号：BJ2566651080532566016,北京,东城,朝阳门内,豆瓣胡同,13㎡,合租,东卧,3000,季付价,3居,室 ,13,随时入住,1年,随时可看,7,21层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2564438747097866240,北京,大兴,大兴新机场,隆盛园,102㎡,整租,南/北,2400,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566078456987664384,北京,海淀,西山,德顺园,14㎡,合租,南卧,3190,季付价,2居,室 ,14,随时入住,1年,随时可看,3,4层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2564437867392933888,北京,海淀,紫竹桥,三虎桥南路12号院,40㎡,整租,南,4500,半年付价,1室,1厅,1卫,2020-08-08,3年以上,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566847208007933952,北京,丰台,青塔,兆丰园,16㎡,合租,西卧,3490,季付价,3居,室 ,16,随时入住,1年,随时可看,12,20层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2565106171862327296,北京,石景山,石景山其它,高井,36㎡,整租,南,2500,季付价,1室,1厅,1卫,2020-08-01,3年以内,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566787820102893568,北京,朝阳,朝青,珠江罗马嘉园东区,10㎡,合租,东卧,4170,季付价,3居,室 ,10,随时入住,1~4个月,随时可看,4,22层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2562261498923581440,北京,顺义,顺义城,石园北区,72㎡,整租,南/北,2600,NULL,2室,1厅,1卫,2020-07-31,暂无数据,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2562243859014746112,北京,朝阳,首都机场,首都机场南路西里,60㎡,整租,南/北,4000,季付价,2室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2563072591527157760,北京,门头沟,城子,三家店东老店,59㎡,整租,东/南,2400,NULL,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,暂无数据,民水,民电,无,集中供暖
房源编号：BJ2562757034718273536,北京,丰台,新宫,南庭新苑南区,52㎡,整租,东,3800,季付价,1室,1厅,1卫,随时入住,暂无数据,需提前预约,中楼层,15层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2564364778919436288,北京,顺义,顺义城,供电局家属楼,60㎡,整租,南/北,2700,NULL,2室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,4层,无,免费使用,民水,民电,无,集中供暖
房源编号：BJ2566646169195520000,北京,海淀,学院路,富润家园,23㎡,合租,南卧,3366,季付价,4居,室 ,23,随时入住,9~10个月,随时可看,21,24层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2566423538399715328,北京,大兴,科技园区,明春西园,58㎡,整租,南/北,2800,季付价,2室,1厅,1卫,2020-08-10,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566628788813168640,北京,海淀,学院路,富润家园,25㎡,合租,西南卧,3500,季付价,3居,室 ,25,随时入住,11~12个月,随时可看,26,27层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2565136683419049984,北京,顺义,顺义城,怡馨家园,75㎡,整租,南,3000,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,18层,有,免费使用,民水,民电,有,集中供暖
房源编号：BJ2564989372550627328,北京,朝阳,豆各庄,朝丰家园,74㎡,整租,南,4500,季付价,2室,1厅,1卫,随时入住,2年以内,需提前预约,低楼层,18层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2563094795292000256,北京,门头沟,城子,向阳楼,57㎡,整租,南/西/北,2300,半年付价,3室,0厅,1卫,随时入住,1年以内,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2562959463531692032,北京,东城,东四,东四四条,26㎡,整租,南,5000,季付价,2室,0厅,1卫,随时入住,3年以上,需提前预约,低楼层,1层,无,暂无数据,民水,民电,无,自采暖
房源编号：BJ2562798925337591808,北京,顺义,顺义城,建新北区,56㎡,整租,南/北,3000,季付价,2室,1厅,1卫,随时入住,3年以上,需提前预约,中楼层,5层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2563000596156661760,北京,丰台,青塔,蔚园,46㎡,整租,南,3950,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2562267992226807808,北京,朝阳,东坝,红松园1号内,39㎡,整租,南/北,3500,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,5层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566628790894084096,北京,海淀,学院路,富润家园,12㎡,合租,西卧,2780,季付价,3居,室 ,12,随时入住,11~12个月,随时可看,26,27层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2564552300698017792,北京,亦庄开发区,马驹桥,宏仁家园,90㎡,整租,南/北,3600,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,18层,有,暂无数据,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2566635630989672448,北京,东城,朝阳门内,朝阳门南小街,13㎡,合租,西卧,3000,季付价,3居,室 ,13,随时入住,1年,随时可看,2,8层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566601821552648192,北京,西城,陶然亭,龙泉胡同,35㎡,整租,南,5000,季付价,1室,1厅,1卫,随时入住,3年以内,需提前预约,中楼层,6层,无,暂无数据,暂无数据,暂无数据,有,集中供暖
房源编号：BJ2566742847248138240,北京,朝阳,惠新西街,小关北里24号院,20㎡,合租,南卧,3200,季付价,3居,室 ,20,随时入住,1年,需提前预约,8,17层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2564997708553666560,北京,顺义,顺义城,建新南区,57㎡,整租,南,3000,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566741935683543040,北京,朝阳,和平里,和平街十五区1号院,16㎡,合租,东卧,2800,季付价,2居,室 ,16,随时入住,9~10个月,随时可看,11,14层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566742934951034880,北京,朝阳,华威桥,美景东方,6㎡,合租,北卧,2530,季付价,3居,室 ,6㎡,随时入住,1年,随时可看,9,23层,有,租用车位,民水,民电,有,集中供暖
房源编号：BJ2566682188661653504,北京,朝阳,亚运村,九台2000家园,12㎡,合租,东卧,3760,季付价,3居,室 ,12,随时入住,1年,随时可看,11,27层,有,租用车位,民水,民电,有,自采暖
房源编号：BJ2563528414627897344,北京,朝阳,首都机场,南平里,57㎡,整租,南/北,3800,季付价,2室,1厅,1卫,2020-07-31,2年以内,需提前预约,高楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2566545907059261440,北京,海淀,世纪城,远大园六区,25㎡,合租,南卧,2800,年付价,5居,室 ,25,随时入住,1~2年,随时可看,5,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2565225497689079808,北京,朝阳,定福庄,福怡苑,63㎡,整租,南/北,4650,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,低楼层,7层,无,租用车位,民水,民电,有,自采暖
房源编号：BJ2566753592207736832,北京,朝阳,惠新西街,惠新北里1号院,15㎡,合租,北卧,2800,季付价,2居,室 ,15,随时入住,7~8个月,随时可看,1,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2562873865688580096,北京,顺义,顺义其它,中国铁建顺鑫汇,48㎡,整租,东,2500,季付价,3房,间1,卫 ,随时入住,3年以内,需提前预约,中楼层,8层,有,暂无数据,商水,商电,无,集中供暖
房源编号：BJ2565719193131958272,北京,朝阳,北苑,北京青年城,35㎡,合租,南卧,2700,季付价,4居,室 ,35,随时入住,1年以上,随时可看,6,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2563001227508465664,北京,朝阳,朝阳其它,柏阳景园,82㎡,整租,南,4200,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,自采暖
房源编号：BJ2565163051842551808,北京,朝阳,潘家园,弘善家园,47㎡,整租,东/南,4300,季付价,1室,0厅,1卫,随时入住,2年以内,需提前预约,中楼层,26层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2564975731256344576,北京,西城,天宁寺,广安门外南街,50㎡,整租,西,4600,季付价,2室,0厅,1卫,2020-07-21,3年以内,需提前预约,低楼层,14层,有,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2565093892190117888,北京,朝阳,豆各庄,恒大领寓,49㎡,整租,西,4500,季付价,1室,0厅,1卫,随时入住,2年以内,需提前预约,中楼层,13层,有,暂无数据,暂无数据,暂无数据,无,集中供暖
房源编号：BJ2539153178629513216,北京,大兴,南中轴机场商务区,蓝桥驿苑,56㎡,整租,南,2200,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,中楼层,14层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2565437307113455616,北京,顺义,马坡,马坡花园二区,17㎡,合租,南卧,2360,季付价,3居,室 ,17,随时入住,1年,随时可看,6,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2539082865434427392,北京,朝阳,双桥,双桥五号井,61㎡,整租,南/北,3500,季付价,3室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,4层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2566771819419795456,北京,朝阳,百子湾,金海国际南区,15㎡,合租,西卧,4060,季付价,3居,室 ,15,随时入住,1年,随时可看,9,23层,有,租用车位,民水,民电,有,暂无数据
房源编号：BJ2541244621527187456,北京,石景山,苹果园,模式口北里,65㎡,整租,南/北,3500,季付价,2室,1厅,1卫,随时入住,3年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2541224702232502272,北京,海淀,西三旗,常秀家园,62㎡,整租,南/北,4500,季付价,2室,1厅,1卫,随时入住,暂无数据,需提前预约,高楼层,6层,无,租用车位,民水,民电,有,集中供暖
房源编号：BJ2534094486221627392,北京,朝阳,东坝,康静里,58㎡,整租,南/北,4000,半年付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,6层,无,暂无数据,民水,民电,有,集中供暖
房源编号：BJ2534561005686759424,北京,大兴,观音寺,观音寺南里,59㎡,整租,东,2500,季付价,1室,1厅,1卫,随时入住,2年以内,需提前预约,中楼层,6层,无,免费使用,民水,民电,有,集中供暖
房源编号：BJ2535326591375392768,北京,海淀,海淀北部新区,三嘉信苑,65㎡,整租,东南,3500,季付价,2室,1厅,1卫,随时入住,1年以内,需提前预约,高楼层,9层,有,暂无数据,民水,民电,有,自采暖
房源编号：BJ2536032023630856192,北京,朝阳,东坝,东泽园,58㎡,整租,南,4200,季付价,1室,1厅,1卫,随时入住,1年以内,需提前预约,低楼层,18层,有,租用车位,民水,民电,有,自采暖
