城市,区,方位,房屋名,大小,租赁方式,朝向,月租,计费方式,几室,几厅,几卫,入住,租期,看房,所在楼层,总楼高,电梯,车位,用水,用电,燃气,供暖
3,8,99,310,58,1,2,6200,1,1,2,1,2,12,2,1,6,1,0,1,1,1,0
3,6,67,293,87,1,2,1800,0,2,2,1,2,0,2,3,18,2,0,1,1,1,0
3,2,113,1029,16,1,2,1560,1,4,1,2,2,12,3,2,11,0,0,0,0,0,0
3,8,144,68,38,1,2,4500,0,1,0,1,2,0,2,3,6,1,0,1,1,2,0
3,1,110,1568,127,1,2,3200,0,3,2,2,2,0,2,2,4,1,0,1,1,1,0
3,7,100,382,36,1,2,4000,1,1,1,1,1,24,5,2,6,1,0,1,1,1,0
3,7,158,1265,12,1,2,2480,3,5,1,2,2,12,3,3,30,2,2,2,2,2,2
3,8,99,1558,45,1,8,4800,1,1,1,1,1,0,2,2,6,1,0,1,1,1,0
3,1,72,528,88,1,2,3800,0,2,2,1,2,0,2,1,18,2,0,1,1,2,2
3,1,121,1432,12,1,2,1800,3,4,1,2,2,0,3,3,16,2,0,1,1,2,0
3,8,148,1181,82,1,2,6800,1,2,2,1,2,24,2,3,15,2,0,1,1,1,0
3,8,6,179,33,1,2,4800,1,1,1,1,2,12,2,3,7,1,0,1,1,1,0
3,11,39,240,38,1,2,4500,0,1,0,1,2,0,2,2,6,1,0,1,1,1,0
3,1,72,859,60,1,2,3600,0,2,1,2,2,0,2,3,6,1,0,1,1,1,0
3,1,125,1228,61,1,2,3400,0,1,1,1,2,0,2,1,18,1,0,1,1,1,0
3,2,89,968,11,1,2,1350,3,5,1,2,2,12,3,2,5,1,2,1,1,1,2
3,16,97,81,68,1,2,7800,1,1,2,1,2,0,3,1,5,1,0,1,1,1,0
3,1,25,1425,93,1,2,2800,0,2,2,1,2,0,2,3,6,1,0,1,1,1,0
3,17,98,1086,10,1,2,1490,1,5,1,2,2,12,3,3,28,2,0,1,1,2,0
3,1,105,56,20,1,3,1900,3,1,0,1,2,36,3,2,11,2,0,1,1,2,0
3,12,35,265,82,1,2,3300,0,2,1,1,2,0,2,3,6,1,0,1,1,2,0
3,1,2,697,21,1,2,2080,5,5,0,3,2,12,3,2,15,1,0,1,1,2,0
3,1,2,953,20,1,2,1680,3,1,0,1,2,12,3,3,6,1,0,1,1,2,0
3,10,151,418,15,1,4,1600,3,3,2,1,2,12,3,1,6,1,0,1,1,1,0
3,9,130,822,54,1,2,1800,1,2,0,1,2,24,2,3,6,1,0,1,1,1,0
3,2,116,354,32,1,2,1880,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,16,157,79,128,1,6,11000,1,2,2,2,1,12,2,2,32,2,0,1,1,2,0
3,8,6,477,48,1,2,6800,1,2,1,1,1,12,2,3,4,1,0,1,1,1,0
3,9,4,1155,48,1,2,1800,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,12,23,638,15,1,2,1750,3,1,0,1,2,12,3,3,3,0,0,0,0,0,2
3,17,63,1377,13,1,2,1530,1,3,1,1,2,12,3,2,6,0,0,0,0,0,0
3,1,121,680,12,1,2,1700,3,2,1,1,2,24,3,1,11,2,2,1,1,1,0
3,8,42,1133,58,1,2,5600,1,2,1,1,2,12,2,3,5,1,0,1,1,1,2
3,11,102,1254,71,1,2,3800,0,2,1,1,2,0,2,1,28,2,0,1,1,1,0
3,1,79,1007,15,1,4,1400,3,4,1,1,2,12,3,1,18,0,0,0,0,0,0
3,9,114,628,72,1,2,1800,0,1,2,1,2,0,2,1,12,1,0,1,1,1,0
3,1,2,636,16,1,2,1400,3,3,1,3,2,12,3,3,18,2,0,1,1,1,0
3,8,6,588,20,1,2,3000,3,4,0,4,2,12,3,3,30,2,0,1,1,2,0
3,1,72,285,72,1,2,2500,0,2,1,1,2,0,2,2,5,1,0,1,1,1,0
3,2,113,519,65,1,2,1600,3,1,1,1,2,12,3,2,16,2,0,1,1,2,0
3,3,139,195,38,1,2,3500,0,1,0,1,2,0,2,3,6,1,0,1,1,1,0
3,1,64,1355,89,1,2,2500,0,3,1,1,2,0,2,3,6,1,0,1,1,2,0
3,8,6,488,45,1,2,6800,1,1,0,1,2,12,2,2,19,2,0,1,1,2,2
3,14,94,424,33,1,2,3800,1,1,1,1,2,0,2,3,5,1,0,1,1,1,0
3,2,53,156,69,1,2,2200,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,2,55,1132,35,1,6,2000,0,1,0,1,2,0,2,3,13,1,0,1,1,1,0
3,10,70,465,26,1,2,1600,3,3,1,2,2,12,3,2,6,0,0,0,0,0,0
3,1,135,1536,45,1,2,3500,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,15,112,1448,70,1,2,8500,1,2,1,1,2,36,2,2,24,2,0,1,1,2,2
3,17,18,1264,8,1,4,1590,1,4,1,2,2,12,3,1,13,2,2,1,1,2,0
3,2,89,1295,12,1,2,1300,3,5,1,2,2,12,3,2,11,2,0,1,1,1,0
3,6,67,470,64,1,2,1800,0,2,1,1,2,0,2,2,6,1,0,1,1,1,0
3,14,94,487,40,1,2,3600,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,45,464,37,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,101,982,45,1,2,3800,0,1,1,1,2,12,2,3,7,1,0,1,1,1,0
3,10,70,353,12,1,2,1300,3,3,1,1,2,24,3,1,15,1,0,2,2,1,0
3,1,72,37,105,1,2,2900,0,3,2,1,0,0,0,3,6,1,0,1,1,1,0
3,2,113,376,95,1,2,2500,0,3,1,1,2,0,2,3,14,2,0,1,1,2,0
3,14,94,980,36,1,2,3400,0,1,1,1,2,0,2,1,5,1,0,1,1,1,0
3,1,135,834,52,1,2,3700,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,2,1363,13,1,2,1500,3,3,1,3,2,24,3,2,18,2,2,1,1,2,2
3,2,113,402,42,1,2,1500,3,1,0,1,2,12,3,2,11,2,0,1,1,2,0
3,17,63,1377,13,1,2,1490,1,3,1,1,2,12,3,2,6,1,0,1,1,2,0
3,8,19,1276,70,1,4,7000,0,2,1,1,2,0,2,2,16,2,0,1,1,2,2
3,15,76,3,51,1,6,9300,1,1,1,1,2,12,2,3,27,2,0,1,1,1,2
3,2,113,665,28,1,1,1720,3,1,1,1,2,0,3,2,18,1,0,2,2,1,0
3,3,139,87,12,1,4,2300,1,2,1,1,2,24,2,3,6,1,0,1,1,2,2
3,2,113,1589,22,1,2,1150,3,3,1,2,2,24,3,2,11,2,2,1,1,1,0
3,11,30,501,32,1,2,3500,0,1,0,1,2,0,2,2,6,1,0,1,1,1,0
3,1,64,1170,79,1,2,1800,0,2,1,1,2,0,2,1,18,1,0,1,1,1,0
3,2,36,359,17,1,2,1790,3,3,1,2,2,12,3,1,6,1,2,1,1,1,2
3,8,19,1035,46,1,1,5800,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,6,67,493,58,1,2,1800,0,2,1,1,2,0,2,3,5,1,0,1,1,1,0
3,8,127,999,35,1,4,5500,1,1,1,1,2,12,2,3,4,1,0,1,1,1,0
3,8,6,874,55,1,2,6800,0,2,1,1,2,0,2,2,17,2,0,1,1,2,2
3,11,66,38,75,1,6,4400,1,2,1,1,2,24,2,3,26,2,0,1,1,1,0
3,1,138,582,15,1,4,1300,3,3,1,1,2,12,3,2,6,0,0,0,0,0,0
3,8,99,1558,54,1,2,5500,1,2,0,1,2,0,2,3,6,1,0,1,1,2,0
3,15,115,1512,6,1,2,2500,3,4,1,1,2,12,3,2,28,2,2,1,1,2,0
3,1,79,553,38,1,4,2600,1,1,1,1,2,12,5,1,5,1,0,1,1,2,2
3,1,105,1253,58,1,2,3700,1,1,1,1,2,24,5,2,6,1,0,1,1,1,0
3,11,74,468,28,1,2,3600,0,1,1,1,2,0,2,1,5,1,0,1,1,1,1
3,2,36,890,10,1,8,1500,3,4,1,2,2,12,3,1,15,1,0,1,1,1,0
3,12,35,921,61,1,2,2500,0,2,1,1,2,0,2,1,6,1,0,0,0,1,0
3,2,116,126,51,1,2,2600,0,2,1,1,1,0,2,1,5,1,0,1,1,1,0
3,3,44,98,37,1,6,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,11,58,1179,12,1,2,2000,3,5,1,2,2,12,3,1,25,2,0,1,1,1,0
3,12,23,1452,15,1,2,1500,3,3,1,1,2,24,3,1,18,0,0,0,0,0,0
3,1,64,1073,72,1,2,1100,0,2,2,1,2,0,2,3,18,1,0,0,0,0,0
3,15,112,421,120,1,2,2900,3,4,2,2,2,12,3,2,29,2,2,1,1,2,0
3,1,105,56,25,1,2,2200,3,1,0,1,2,36,3,1,11,2,0,1,1,2,0
3,2,53,1234,12,1,2,1200,3,5,1,2,2,12,3,3,6,1,0,1,1,1,0
3,3,106,456,33,1,2,3500,0,1,0,1,1,0,2,3,5,1,0,1,1,1,0
3,7,120,644,35,1,1,4300,1,2,0,1,2,12,2,3,7,1,0,1,1,2,2
3,1,64,844,79,1,2,2500,0,2,1,1,2,0,2,1,18,2,0,1,1,1,2
3,11,58,1179,32,1,6,2800,3,3,1,1,2,12,3,2,34,2,0,1,1,1,0
3,2,113,266,60,1,2,1900,3,1,1,1,2,12,3,2,11,1,0,1,1,1,0
3,15,76,523,78,1,2,8000,0,2,0,1,1,0,2,2,7,1,0,1,1,2,2
3,1,64,1010,90,1,2,3000,0,3,2,1,2,0,2,2,17,2,0,1,1,2,2
3,8,5,186,69,1,2,5000,1,2,1,1,1,24,2,3,6,1,0,0,0,2,0
3,11,21,1399,45,1,2,3600,1,1,1,1,2,24,5,3,5,1,0,1,1,1,0
3,1,101,1553,30,1,1,3600,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,15,76,1334,43,1,2,8000,1,2,1,1,2,24,2,3,4,1,0,1,1,1,0
3,12,23,705,18,1,1,1500,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,11,102,26,51,1,2,3700,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,64,858,50,1,1,1800,0,1,1,1,2,0,2,2,17,1,0,2,2,1,0
3,7,120,1000,15,1,2,2800,3,4,1,2,2,24,3,2,24,0,0,0,0,0,0
3,11,58,1179,22,1,2,3100,3,3,1,2,2,12,3,2,34,2,0,1,1,1,0
3,10,49,171,50,1,2,1900,0,1,1,1,2,0,2,3,4,1,0,1,1,1,0
3,15,115,910,49,1,2,9000,1,2,1,1,2,12,2,2,26,2,0,1,1,2,2
3,2,116,1458,28,1,2,1799,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,8,129,303,46,1,2,5500,0,1,2,1,1,0,2,3,5,1,0,1,1,1,2
3,7,61,685,32,1,2,3500,0,1,0,1,1,0,2,2,6,1,0,1,1,1,0
3,11,142,233,26,1,1,4600,1,1,0,1,2,36,2,2,25,2,0,1,1,1,2
3,1,125,796,78,1,2,3000,0,2,1,1,2,0,2,2,14,2,0,1,1,1,0
3,1,79,211,60,1,2,3300,0,2,1,1,2,0,2,3,5,1,0,1,1,1,0
3,11,39,1060,36,1,2,3800,0,1,1,1,2,0,2,1,6,1,0,1,1,2,0
3,1,134,864,19,1,2,1700,1,5,0,1,2,0,3,1,6,0,0,0,0,0,0
3,10,93,534,18,1,2,1500,1,4,1,2,2,12,3,3,6,1,0,1,1,1,0
3,2,89,1247,12,1,4,1500,3,3,1,1,2,12,3,3,6,0,0,0,0,0,0
3,8,144,1103,55,1,2,6500,0,1,1,1,2,0,2,2,29,2,0,1,1,2,2
3,11,58,1179,20,1,2,2600,3,4,2,2,2,12,3,1,34,2,0,1,1,1,0
3,1,72,215,40,1,2,2600,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,8,127,937,30,1,2,6400,1,1,1,1,2,24,2,2,5,1,0,1,1,1,0
3,17,69,568,65,1,2,2000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,135,39,57,1,2,3800,1,1,1,1,1,12,2,1,16,2,0,1,1,1,0
3,11,39,881,30,1,2,3300,3,1,1,1,2,12,3,1,8,2,0,1,1,2,0
3,15,115,1022,49,1,2,6500,0,1,1,1,2,0,2,1,6,1,0,1,1,1,0
3,14,10,500,27,1,2,3500,0,1,0,1,2,0,2,2,6,1,0,1,1,1,0
3,2,89,155,16,1,2,1588,1,4,2,2,2,12,3,2,6,1,2,1,1,1,0
3,8,144,168,50,1,2,6000,1,2,1,1,2,36,2,3,6,1,0,1,1,1,0
3,1,72,840,54,1,2,2800,1,1,1,1,1,24,2,2,14,2,0,1,1,1,0
3,12,35,608,86,1,2,3000,0,3,2,1,2,0,5,2,5,1,0,1,1,1,0
3,8,119,1203,12,1,2,3000,3,4,1,2,2,12,3,3,7,1,0,1,1,2,0
3,12,34,1416,83,1,2,2800,0,3,1,1,2,0,2,1,6,1,0,1,1,1,0
3,2,53,1528,28,1,2,1750,3,1,1,1,2,12,3,3,4,0,0,0,0,0,0
3,8,6,36,34,1,2,4600,1,1,0,1,1,24,2,1,7,1,0,1,1,2,0
3,7,124,1356,34,1,2,3500,1,1,0,1,2,24,5,3,6,1,0,1,1,2,1
3,6,67,191,98,1,2,1800,0,3,2,1,2,0,2,1,8,1,0,0,0,1,0
3,2,113,236,20,1,2,1500,3,1,0,1,2,12,3,2,11,1,0,1,1,1,0
3,3,140,1467,10,1,6,2000,3,3,1,1,2,12,3,1,15,2,2,1,1,1,2
3,1,79,1391,77,1,2,2500,1,2,2,1,2,12,2,3,6,1,0,1,1,1,0
3,1,72,840,74,1,2,3000,0,2,1,1,1,0,2,1,14,2,0,1,1,1,0
3,12,23,1100,20,1,2,1600,3,1,0,1,2,0,3,2,3,0,0,0,0,0,0
3,12,155,548,15,1,6,1200,1,4,1,1,2,12,3,1,18,2,2,1,1,2,2
3,2,113,295,20,1,2,1800,3,3,1,1,2,12,3,2,11,2,2,1,1,1,0
3,2,113,1564,17,1,2,1050,3,2,1,1,2,12,3,3,11,1,1,0,0,0,0
3,2,55,1453,30,1,2,2500,0,1,0,1,2,0,2,1,13,2,0,1,1,1,0
3,2,103,806,20,1,1,1900,3,4,2,3,2,12,3,3,6,1,2,1,1,2,0
3,12,78,752,89,1,2,2000,0,2,2,1,2,0,2,2,5,2,0,1,1,1,0
3,7,162,17,47,1,2,4000,0,1,1,1,2,0,2,2,6,1,0,1,1,2,0
3,9,37,1345,47,1,2,1800,0,1,1,1,2,0,2,3,7,2,0,1,1,1,0
3,8,19,1341,25,1,2,2500,3,3,1,3,2,12,3,2,31,2,2,1,1,1,0
3,12,35,267,56,1,2,2400,0,1,1,1,2,0,2,3,11,2,0,1,1,1,2
3,1,64,1405,15,1,2,1050,1,3,1,1,2,12,3,1,20,0,0,0,0,0,0
3,11,30,330,51,1,2,4500,0,1,1,1,2,0,5,2,6,1,0,1,1,1,0
3,9,4,1048,14,1,2,1100,3,3,1,1,2,12,3,1,25,1,0,1,1,0,0
3,2,89,1061,12,1,2,1350,3,4,1,2,2,12,3,3,11,2,2,1,1,2,2
3,2,55,1465,30,1,4,2100,0,1,1,1,2,0,2,1,13,2,0,1,1,1,0
3,15,115,222,79,1,2,8000,1,2,2,1,2,24,2,2,7,1,0,1,1,1,0
3,2,60,1577,10,1,2,1900,3,5,0,2,2,12,3,2,3,1,0,1,1,1,0
3,11,66,494,50,1,2,3400,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,2,113,1353,12,1,2,1020,3,3,1,1,2,12,3,2,11,1,0,1,1,1,0
3,11,30,957,51,1,2,4600,0,2,1,1,2,0,2,2,6,2,0,2,2,1,0
3,1,72,1239,55,1,2,3200,0,1,1,1,2,0,2,2,27,1,0,2,2,1,0
3,1,64,928,111,1,2,2000,0,3,2,1,2,0,2,3,5,1,0,1,1,1,0
3,1,41,805,43,1,2,3800,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,12,23,1452,23,1,2,1800,3,1,0,1,2,12,3,3,18,1,2,0,0,0,0
3,11,39,240,46,1,2,4000,0,2,0,1,2,0,2,3,6,1,0,1,1,1,0
3,1,2,1030,17,1,2,1400,3,3,0,2,2,24,3,3,12,2,2,1,1,2,0
3,8,83,779,82,1,2,6500,0,2,1,1,1,0,2,3,32,2,0,1,1,1,0
3,3,106,602,30,1,4,3500,0,1,0,1,2,0,2,3,5,1,0,1,1,2,0
3,16,97,277,38,1,2,7500,1,1,1,1,2,36,3,3,6,1,0,1,1,2,0
3,14,94,1117,40,1,2,4200,0,1,1,1,2,0,2,2,6,1,0,1,1,1,0
3,8,6,1018,50,1,2,6200,1,2,1,1,1,12,2,2,6,1,0,1,1,2,2
3,9,37,1087,74,1,2,2000,0,2,1,1,2,0,2,1,24,1,0,0,0,0,0
3,16,156,460,88,1,2,9000,1,2,2,1,2,36,3,3,6,1,2,1,1,2,2
3,1,64,1010,90,1,2,2100,0,3,2,1,2,0,2,2,17,1,0,1,1,2,2
3,13,86,429,8,1,2,3360,1,4,1,2,2,12,3,2,38,2,0,1,1,2,0
3,8,129,188,71,1,2,6200,1,2,1,1,2,36,2,2,28,2,0,1,1,2,2
3,8,128,897,49,1,2,5400,1,2,0,1,1,12,2,3,6,1,0,1,1,1,0
3,1,59,254,101,1,2,1200,0,3,2,1,2,0,2,2,6,1,0,1,1,1,0
3,11,58,1179,22,1,2,2600,3,3,1,1,2,12,3,2,34,2,0,1,1,1,0
3,15,76,405,64,1,2,9500,1,1,1,1,2,12,2,1,32,2,0,1,1,2,2
3,8,128,862,90,1,2,4700,0,2,2,1,2,0,2,1,26,2,0,1,1,1,0
3,12,123,635,77,1,2,2200,0,2,1,1,2,0,2,3,17,2,0,1,1,2,0
3,1,64,338,55,1,2,2200,1,3,1,2,2,0,2,1,18,1,0,1,1,1,0
3,8,127,642,32,1,1,5800,0,1,0,1,1,0,2,3,6,1,0,1,1,1,0
3,8,19,185,28,1,2,3200,3,3,1,3,2,12,3,2,6,1,0,1,1,2,0
3,11,160,224,14,1,2,3300,3,4,2,1,2,12,3,2,19,2,0,1,1,2,0
3,16,43,765,57,1,2,10000,1,2,1,1,2,12,2,1,6,1,0,1,1,1,0
3,1,135,960,50,1,2,3500,0,1,1,1,2,0,2,3,5,1,0,1,1,1,0
3,1,133,1398,15,1,4,1700,3,3,1,1,2,12,3,2,8,0,2,0,0,0,2
3,15,76,3,52,1,2,8300,1,1,1,1,2,12,2,2,27,2,0,1,1,1,2
3,1,79,392,129,1,2,3800,1,3,2,2,2,12,2,2,13,2,0,1,1,2,0
3,15,112,1186,80,1,2,8800,1,2,2,1,1,12,2,1,7,1,0,1,1,2,2
3,2,116,895,18,1,2,1300,3,3,1,2,2,12,3,3,6,1,0,1,1,1,0
3,1,79,1152,74,1,2,2100,0,2,1,1,2,0,2,1,6,1,0,1,1,1,0
3,8,83,734,18,1,2,1900,1,3,1,1,2,12,3,3,6,1,2,1,1,1,0
3,1,12,300,95,1,2,3800,1,2,2,1,2,0,2,1,20,1,0,1,1,1,0
3,9,118,1266,81,1,2,1800,0,2,2,1,2,0,2,-2,18,2,0,1,1,1,0
3,6,84,1376,91,1,2,1200,0,2,2,1,2,0,2,2,13,1,0,1,1,1,0
3,7,47,782,15,1,6,2280,3,3,1,1,2,12,3,3,6,1,0,1,1,2,0
3,8,19,1341,26,1,2,2550,3,2,1,1,2,12,3,1,34,2,2,1,1,2,0
3,14,14,1397,16,1,2,2300,3,4,1,2,2,12,2,2,7,1,0,1,1,1,0
3,14,94,980,29,1,2,3200,0,1,0,1,2,0,2,1,5,1,0,1,1,1,0
3,1,72,830,83,1,2,3200,0,3,1,1,2,0,2,3,18,1,0,1,1,1,0
3,8,144,541,48,1,2,6000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,15,115,321,13,1,4,2980,3,5,2,2,2,12,3,2,30,2,2,1,1,2,0
3,17,63,207,16,1,2,1370,1,4,2,2,2,36,3,3,6,1,2,0,0,1,0
3,8,6,696,35,1,2,4300,3,1,1,1,2,12,3,2,6,1,0,1,1,2,2
3,11,160,110,40,1,2,4200,1,1,0,1,2,12,2,2,7,1,0,1,1,1,0
3,1,15,507,87,1,2,2500,0,2,2,1,0,0,0,1,11,2,0,1,1,1,2
3,10,151,403,50,1,2,2100,0,1,1,1,2,0,4,3,28,2,0,1,1,2,0
3,11,160,1342,25,1,4,3600,1,1,1,1,2,12,2,3,7,1,0,1,1,1,0
3,11,66,707,54,1,2,3900,1,2,1,1,1,12,2,2,6,1,0,1,1,1,0
3,1,125,1487,20,1,2,1800,3,3,1,2,2,12,3,2,14,2,0,1,1,1,0
3,12,23,1452,45,1,2,3000,0,1,1,1,2,0,2,3,18,1,0,0,0,0,0
3,1,82,516,20,1,2,2100,5,4,1,4,2,12,3,3,6,1,0,1,1,2,0
3,6,67,493,56,1,2,1700,0,2,1,1,2,0,2,2,5,1,0,1,1,1,0
3,1,2,448,18,1,2,1520,3,3,1,1,2,12,3,2,24,0,0,0,0,0,0
3,11,102,1296,57,1,2,3700,0,2,1,1,2,0,2,3,7,1,0,1,1,1,0
3,15,13,1324,56,1,2,9500,1,2,1,1,2,24,2,3,11,2,0,1,1,2,0
3,10,38,1604,33,1,2,1700,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,7,61,134,36,1,2,3300,0,1,0,1,2,0,2,2,5,1,0,1,1,1,0
3,1,64,920,79,1,2,1800,1,2,1,1,2,24,2,2,6,1,0,1,1,1,0
3,8,99,755,50,1,2,4850,0,2,1,1,2,0,2,3,7,1,0,1,1,1,0
3,11,21,340,12,1,2,2630,1,4,1,2,2,12,3,3,18,2,0,1,1,2,0
3,11,21,340,13,1,4,1880,3,4,1,2,2,12,3,3,18,2,0,1,1,1,0
3,10,65,816,87,1,2,2200,1,2,2,1,2,12,2,3,6,1,0,1,1,1,0
3,12,123,1012,20,1,2,1200,5,3,1,1,2,24,3,2,3,0,0,0,0,0,0
3,1,79,800,23,1,2,1900,5,1,0,1,2,12,3,1,6,1,2,2,2,2,0
3,15,112,1483,36,1,8,5800,3,1,1,1,2,24,3,2,22,2,2,1,1,2,2
3,7,124,296,39,1,2,4500,0,1,0,1,1,0,2,3,6,1,0,1,1,1,0
3,15,112,401,108,1,2,8500,1,2,2,1,2,12,2,1,24,2,0,1,1,2,2
3,1,121,680,15,1,2,2000,3,2,2,1,2,12,3,3,6,2,2,1,1,2,0
3,2,116,643,50,1,2,2500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,64,858,56,1,2,1800,0,1,1,1,2,0,2,1,19,1,0,2,2,1,0
3,1,64,858,56,1,4,2000,0,1,1,1,2,0,2,2,17,1,0,2,2,1,0
3,11,74,14,29,1,8,3300,3,1,1,1,2,12,3,1,20,0,0,0,0,0,0
3,1,2,1275,28,1,2,1700,3,4,0,2,2,12,3,3,6,1,0,1,1,2,0
3,1,134,1220,108,1,2,3500,1,3,1,1,2,12,2,1,14,2,0,1,1,1,0
3,2,113,172,28,1,2,1500,3,4,1,1,2,12,3,2,14,2,1,1,1,1,0
3,11,66,707,54,1,2,4600,1,2,1,1,2,12,2,3,6,1,0,1,1,1,0
3,8,144,68,41,1,2,5800,0,1,1,1,2,0,2,1,18,2,0,1,1,2,0
3,8,119,1335,48,1,2,6400,1,2,1,1,2,12,2,3,7,1,0,1,1,2,2
3,2,116,1322,42,1,2,2500,1,1,1,1,2,12,2,2,6,1,0,1,1,1,0
3,1,135,1510,48,1,2,3700,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,16,1,536,131,1,2,11000,1,3,2,2,2,36,2,1,29,2,0,1,1,1,0
3,1,2,636,16,1,2,1500,3,3,1,2,2,12,3,2,6,1,0,1,1,1,0
3,1,79,773,16,1,2,1500,1,4,1,1,2,12,3,2,6,1,2,1,1,2,0
3,3,139,1305,36,1,2,3500,0,1,1,1,2,0,2,3,6,1,0,1,1,1,0
3,13,57,314,18,1,2,3100,1,2,0,1,2,24,3,2,13,1,2,1,1,1,2
3,10,151,597,48,1,2,1800,1,1,1,1,2,36,2,2,20,1,0,1,1,1,0
3,16,157,1109,72,1,2,10000,1,1,2,1,2,12,2,1,32,2,0,1,1,1,0
3,7,61,11,58,1,2,3800,1,2,1,1,2,36,5,3,6,1,0,1,1,1,0
3,11,66,301,46,1,2,3600,1,1,1,1,2,24,2,2,6,1,0,1,1,1,0
3,1,138,898,47,1,2,2800,0,1,1,1,1,0,2,1,6,1,0,1,1,1,0
3,6,67,60,70,1,2,1600,0,2,1,1,2,0,2,1,5,1,0,1,1,1,0
3,17,69,53,22,1,4,1100,3,5,1,3,2,12,3,1,18,1,2,1,1,1,2
3,1,135,1287,10,1,4,2200,3,4,1,1,2,12,3,3,6,1,2,1,1,1,2
3,10,68,441,74,1,2,2000,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,14,163,209,35,1,2,3500,0,1,0,1,1,0,2,3,6,1,0,1,1,1,0
3,15,112,562,12,1,2,3300,3,4,1,1,2,12,3,1,24,0,0,0,0,0,0
3,11,160,1263,34,1,2,3800,1,1,0,1,2,12,2,3,5,1,0,0,0,2,2
3,1,64,679,126,1,2,2500,0,2,2,1,2,0,2,3,5,1,0,1,1,1,0
3,6,67,908,12,1,2,1010,3,4,1,2,2,12,3,1,20,0,0,0,0,0,0
3,8,6,888,10,1,4,2580,3,5,2,2,2,12,3,3,30,2,2,1,1,2,0
3,1,25,411,120,1,2,3500,0,3,2,2,1,0,2,1,18,2,0,1,1,1,0
3,14,14,371,34,1,2,3300,0,1,0,1,2,0,2,3,5,1,0,1,1,2,2
3,8,6,588,25,1,2,3000,3,4,0,4,2,12,3,2,31,2,2,1,1,2,0
3,8,6,588,25,1,2,3200,3,3,1,3,2,12,3,2,30,0,0,0,0,0,0
3,8,99,1412,56,1,2,5500,1,2,1,1,1,12,2,3,6,1,0,1,1,1,0
3,2,113,131,71,1,2,2300,0,2,1,1,2,0,5,1,6,1,0,1,1,1,0
3,8,127,332,44,1,3,6800,1,1,0,1,2,12,2,2,24,2,0,1,1,2,2
3,1,72,962,76,1,2,3700,0,2,1,1,2,0,2,1,11,2,0,1,1,1,0
3,1,64,1355,59,1,2,2500,0,2,1,1,2,0,2,2,5,1,0,1,1,2,0
3,12,155,432,9,1,2,1730,1,3,1,1,2,12,3,3,18,2,2,1,1,2,0
3,1,88,1429,50,1,2,3600,1,1,1,1,2,12,2,3,11,2,0,1,1,1,0
3,13,86,784,10,1,2,3000,3,4,1,2,2,12,3,1,23,0,0,0,0,0,0
3,2,36,1362,13,1,7,1599,3,3,1,2,2,12,3,1,18,2,2,1,1,2,2
3,1,88,1358,52,1,2,3800,0,1,1,1,2,0,2,2,14,2,0,1,1,2,2
3,6,17,566,72,1,0,1500,0,1,1,1,2,0,0,2,14,1,0,2,2,1,0
3,3,77,797,8,1,4,2160,1,3,1,1,2,12,3,3,7,0,0,0,0,0,0
3,13,22,929,17,1,2,3760,1,3,1,1,2,12,3,1,16,2,0,1,1,2,0
3,11,102,1245,60,1,2,4500,0,2,1,1,2,0,2,3,6,1,0,1,1,1,0
3,1,72,215,57,1,2,2800,0,1,1,1,2,0,2,3,4,1,0,1,1,1,0
3,6,84,283,91,1,2,1500,0,3,1,1,2,0,2,2,16,1,0,1,1,1,0
3,8,6,480,47,1,3,6300,1,2,0,1,2,24,2,3,7,1,0,1,1,1,0
3,1,2,636,17,1,2,1550,3,3,1,3,2,12,3,2,6,1,0,1,1,1,0
3,8,5,186,69,1,2,5200,1,2,1,1,2,12,2,1,6,1,0,0,0,2,0
3,1,64,1062,79,1,2,1800,0,3,1,1,2,0,2,1,11,2,0,1,1,2,2
3,2,113,993,30,1,2,1200,1,3,2,2,2,12,3,1,18,1,0,0,0,0,0
